Date,Open,High,Low,Close,Adj Close,Volume
5/17/17,314.390015,314.630005,305.5,306.109985,306.109985,6711900
5/18/17,307,313.940002,305.309998,313.059998,313.059998,5653800
5/19/17,315.5,316.5,310.200012,310.829987,310.829987,4687600
5/22/17,312.799988,314.369995,306.799988,310.350006,310.350006,4329200
5/23/17,310.459991,310.730011,303.480011,303.859985,303.859985,4318400
5/24/17,306.51001,311,305.399994,310.220001,310.220001,5033300
5/25/17,311.019989,316.970001,307.809998,316.829987,316.829987,5014000
5/26/17,317.279999,325.48999,316.309998,325.140015,325.140015,7802200
5/30/17,326,336.279999,325.76001,335.100006,335.100006,7782900
5/31/17,337.690002,342.890015,335.160004,341.01001,341.01001,9963400
6/1/17,344,344.880005,337.290009,340.369995,340.369995,7608000
6/2/17,339.769989,342.880005,335.929993,339.850006,339.850006,5590200
6/5/17,338.5,348.440002,334.209991,347.320007,347.320007,6784400
6/6/17,344.700012,359.48999,339.970001,352.850006,352.850006,11086800
6/7/17,356.339996,360.5,355.140015,359.649994,359.649994,9398000
6/8/17,363.75,371.899994,360.220001,370,370,9009800
6/9/17,374.420013,376.869995,354.799988,357.320007,357.320007,17261400
6/12/17,357.98999,364.5,350.619995,359.01001,359.01001,10517700
6/13/17,367.619995,376,366.609985,375.950012,375.950012,11807900
6/14/17,381.089996,384.25,376.309998,380.660004,380.660004,12818400
6/15/17,372.5,375.459991,366.48999,375.339996,375.339996,10426500
6/16/17,377.980011,378.01001,370.100006,371.399994,371.399994,6731000
6/19/17,375,376.700012,367.799988,369.799988,369.799988,6549300
6/20/17,376.670013,378.880005,369.730011,372.23999,372.23999,7438700
6/21/17,374.350006,376.98999,368.019989,376.399994,376.399994,4923200
6/22/17,377.98999,385,373.570007,382.609985,382.609985,7529800
6/23/17,382.450012,386.98999,379.350006,383.450012,383.450012,6445800
6/26/17,386.690002,386.950012,373.100006,377.48999,377.48999,6604100
6/27/17,376.399994,376.399994,362.019989,362.369995,362.369995,6996400
6/28/17,366.679993,371.73999,362.519989,371.23999,371.23999,6302500
6/29/17,370.609985,371,354.100006,360.75,360.75,8221000
6/30/17,363.709991,366.769989,359.619995,361.609985,361.609985,5848500
7/3/17,370.23999,371.350006,351.5,352.619995,352.619995,6305400
7/5/17,347.200012,347.23999,326.329987,327.089996,327.089996,17046700
7/6/17,317.26001,320.790009,306.299988,308.829987,308.829987,19324500
7/7/17,313.5,317,307.380005,313.220001,313.220001,14176900
7/10/17,312.899994,317.940002,303.130005,316.049988,316.049988,13820900
7/11/17,316,327.279999,314.299988,327.220001,327.220001,11559400
7/12/17,330.399994,333.100006,324.5,329.519989,329.519989,10346100
7/13/17,330.109985,331.600006,319.970001,323.410004,323.410004,8594500
7/14/17,323.190002,328.420013,321.220001,327.779999,327.779999,5625200
7/17/17,325.540009,327.100006,313.450012,319.570007,319.570007,9876900
7/18/17,317.5,329.130005,315.660004,328.23999,328.23999,6373700
7/19/17,328.230011,331.649994,323.220001,325.26001,325.26001,6357000
7/20/17,326.899994,330.220001,324.200012,329.920013,329.920013,5166200
7/21/17,329.459991,331.26001,325.799988,328.399994,328.399994,4901600
7/24/17,330.23999,343.399994,330.01001,342.519989,342.519989,8637100
7/25/17,345,345.600006,334.149994,339.600006,339.600006,6989200
7/26/17,340.359985,345.5,338.119995,343.850006,343.850006,4820800
7/27/17,346,347.5,326.290009,334.459991,334.459991,8302400
7/28/17,336.890015,339.600006,332.51001,335.070007,335.070007,4880400
7/31/17,335.5,341.48999,321.040009,323.470001,323.470001,8535100
8/1/17,323,324.450012,316.130005,319.570007,319.570007,8303100
8/2/17,318.940002,327.119995,311.220001,325.890015,325.890015,13091500
8/3/17,345.329987,350,343.149994,347.089996,347.089996,13535000
8/4/17,347,357.269989,343.299988,356.910004,356.910004,9268900
8/7/17,357.350006,359.480011,352.75,355.170013,355.170013,6324500
8/8/17,357.529999,368.579987,357.399994,365.220001,365.220001,7449800
8/9/17,361,370,358.950012,363.529999,363.529999,6892100
8/10/17,361.600006,366.649994,354.660004,355.399994,355.399994,7092900
8/11/17,356.970001,361.26001,353.619995,357.869995,357.869995,4365800
8/14/17,364.630005,367.660004,362.600006,363.799988,363.799988,4502700
